2025-09-12 14:19:59,419 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 17:43:15,088 - INFO - Event:APPLICATION_SHUTDOWN | Details:Application shutting down | Status:SYSTEM
2025-09-12 17:43:15,105 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:43:18,825 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 17:43:18,826 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 17:43:18,826 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 17:43:18,851 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 17:43:18,853 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 17:43:18,855 - INFO - Event:STARTUP_QUEUE_CHECK | Details:Found 6 pending records from previous session | Status:SYSTEM
2025-09-12 17:43:18,902 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46448 | Status:SYSTEM
2025-09-12 17:43:18,924 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46448 | Status:SYSTEM
2025-09-12 17:43:49,746 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46448 | Status:SYSTEM
2025-09-12 17:43:49,747 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:43:49,805 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46450 | Status:SYSTEM
2025-09-12 17:43:49,904 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46450 | Status:SYSTEM
2025-09-12 17:44:23,060 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46450 | Status:SYSTEM
2025-09-12 17:44:23,060 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:44:23,132 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46452 | Status:SYSTEM
2025-09-12 17:44:27,439 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46452 | Status:SYSTEM
2025-09-12 17:44:54,507 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46452 | Status:SYSTEM
2025-09-12 17:44:54,508 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:44:56,145 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46454 | Status:SYSTEM
2025-09-12 17:44:56,539 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46454 | Status:SYSTEM
2025-09-12 17:45:27,024 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46454 | Status:SYSTEM
2025-09-12 17:45:27,024 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:45:27,451 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46456 | Status:SYSTEM
2025-09-12 17:45:28,363 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46456 | Status:SYSTEM
2025-09-12 17:45:47,795 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46456 | Status:SYSTEM
2025-09-12 17:45:47,796 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:45:50,940 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46458 | Status:SYSTEM
2025-09-12 17:45:50,988 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46458 | Status:SYSTEM
2025-09-12 17:46:18,861 - INFO - Event:RETRY_BATCH | Details:Processing 6 queued records | Status:SYSTEM
2025-09-12 17:46:21,600 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46458 | Status:SYSTEM
2025-09-12 17:46:21,600 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:46:21,796 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46460 | Status:SYSTEM
2025-09-12 17:46:26,224 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46460 | Status:SYSTEM
2025-09-12 17:46:52,345 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46460 | Status:SYSTEM
2025-09-12 17:46:52,345 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:46:53,249 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46462 | Status:SYSTEM
2025-09-12 17:46:53,850 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46462 | Status:SYSTEM
2025-09-12 17:47:24,239 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46462 | Status:SYSTEM
2025-09-12 17:47:24,239 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:47:24,916 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46464 | Status:SYSTEM
2025-09-12 17:47:25,772 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46464 | Status:SYSTEM
2025-09-12 17:47:55,757 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46464 | Status:SYSTEM
2025-09-12 17:47:55,757 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:47:56,803 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46466 | Status:SYSTEM
2025-09-12 17:47:57,038 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46466 | Status:SYSTEM
2025-09-12 17:48:27,500 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46466 | Status:SYSTEM
2025-09-12 17:48:27,501 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:48:28,748 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46468 | Status:SYSTEM
2025-09-12 17:48:28,883 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46468 | Status:SYSTEM
2025-09-12 17:48:36,679 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:48:39,989 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:48:59,057 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46468 | Status:SYSTEM
2025-09-12 17:48:59,057 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:48:59,442 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46470 | Status:SYSTEM
2025-09-12 17:48:59,749 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46470 | Status:SYSTEM
2025-09-12 17:49:29,958 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46470 | Status:SYSTEM
2025-09-12 17:49:29,958 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:49:30,059 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46472 | Status:SYSTEM
2025-09-12 17:49:30,140 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46472 | Status:SYSTEM
2025-09-12 17:49:34,474 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:49:36,206 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:49:43,472 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:49:45,383 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:49:47,432 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:49:50,700 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:50:01,011 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46472 | Status:SYSTEM
2025-09-12 17:50:01,012 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:50:01,610 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46474 | Status:SYSTEM
2025-09-12 17:50:01,978 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46474 | Status:SYSTEM
2025-09-12 17:50:02,126 - INFO - Event:PROCESSING_BATCH | Details:Processing 3 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:50:09,077 - INFO - Event:APPLICATION_STOPPED | Details:Server stopped by user | Status:SYSTEM
2025-09-12 17:50:09,078 - INFO - Event:APPLICATION_SHUTDOWN | Details:Application shutting down | Status:SYSTEM
2025-09-12 17:50:09,097 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
